timestamp,location_id,hour,is_weekend,weather,event,traffic_volume,average_speed,congestion_level
2026-01-12 04:00:00.872539,saki_naka,4,False,Cloudy,None,22,53.11,Low
2026-01-12 04:00:00.872539,jvlr,4,False,Rainy,None,57,37.57,Medium
2026-01-12 04:00:00.872539,colaba_causeway,4,False,Foggy,None,40,42.75,Medium
2026-01-12 04:00:00.872539,link_road,4,False,Cloudy,None,43,48.12,Low
2026-01-12 05:00:00.872539,bandra_worli_sea_link,5,False,Clear,VIP Movement,37,42.66,Medium
2026-01-12 05:00:00.872539,western_express_highway,5,False,Foggy,None,39,43.64,Medium
2026-01-12 05:00:00.872539,eastern_express_highway,5,False,Clear,None,44,47.86,Low
2026-01-12 05:00:00.872539,dadar_tt,5,False,Clear,None,30,48.57,Low
2026-01-12 05:00:00.872539,saki_naka,5,False,Foggy,None,25,44.38,Medium
2026-01-12 05:00:00.872539,jvlr,5,False,Rainy,None,61,29.66,High
2026-01-12 05:00:00.872539,colaba_causeway,5,False,Cloudy,Festival,40,45.11,Low
2026-01-12 05:00:00.872539,link_road,5,False,Foggy,None,34,51.34,Low
2026-01-12 06:00:00.872539,bandra_worli_sea_link,6,False,Cloudy,None,24,48.05,Low
2026-01-12 06:00:00.872539,western_express_highway,6,False,Cloudy,None,24,55.08,Low
2026-01-12 06:00:00.872539,eastern_express_highway,6,False,Foggy,Accident,85,30.82,Medium
2026-01-12 06:00:00.872539,dadar_tt,6,False,Clear,Accident,54,37.06,Medium
2026-01-12 06:00:00.872539,saki_naka,6,False,Clear,None,38,45.34,Low
2026-01-12 06:00:00.872539,jvlr,6,False,Clear,Cricket Match,70,32.74,Medium
2026-01-12 06:00:00.872539,colaba_causeway,6,False,Foggy,Cricket Match,61,36.92,Medium
2026-01-12 06:00:00.872539,link_road,6,False,Rainy,None,26,46.55,Low
2026-01-12 07:00:00.872539,bandra_worli_sea_link,7,False,Clear,None,27,50.54,Low
2026-01-12 07:00:00.872539,western_express_highway,7,False,Rainy,None,26,48.02,Low
2026-01-12 07:00:00.872539,eastern_express_highway,7,False,Rainy,Cricket Match,54,42.02,Medium
2026-01-12 07:00:00.872539,dadar_tt,7,False,Foggy,Cricket Match,52,34.84,Medium
2026-01-12 07:00:00.872539,saki_naka,7,False,Rainy,None,39,42.18,Medium
2026-01-12 07:00:00.872539,jvlr,7,False,Foggy,None,53,34.46,Medium
2026-01-12 07:00:00.872539,colaba_causeway,7,False,Rainy,None,65,33.42,Medium
2026-01-12 07:00:00.872539,link_road,7,False,Foggy,None,40,39.75,Medium
2026-01-12 08:00:00.872539,bandra_worli_sea_link,8,False,Clear,None,27,48.47,Low
2026-01-12 08:00:00.872539,western_express_highway,8,False,Rainy,None,48,40.11,Medium
2026-01-12 08:00:00.872539,eastern_express_highway,8,False,Rainy,None,42,48.61,Low
2026-01-12 08:00:00.872539,dadar_tt,8,False,Clear,None,39,43.4,Medium
2026-01-12 08:00:00.872539,saki_naka,8,False,Rainy,None,27,49.63,Low
2026-01-12 08:00:00.872539,jvlr,8,False,Cloudy,None,22,53.48,Low
2026-01-12 08:00:00.872539,colaba_causeway,8,False,Clear,None,44,42.57,Medium
2026-01-12 08:00:00.872539,link_road,8,False,Foggy,None,44,42.53,Medium
2026-01-12 09:00:00.872539,bandra_worli_sea_link,9,False,Cloudy,None,87,25.89,High
2026-01-12 09:00:00.872539,western_express_highway,9,False,Clear,None,99,15.66,High
2026-01-12 09:00:00.872539,eastern_express_highway,9,False,Foggy,None,103,15.48,High
2026-01-12 09:00:00.872539,dadar_tt,9,False,Clear,None,108,14.94,Critical
2026-01-12 09:00:00.872539,saki_naka,9,False,Rainy,None,79,29.58,High
2026-01-12 09:00:00.872539,jvlr,9,False,Rainy,None,158,7.14,Critical
2026-01-12 09:00:00.872539,colaba_causeway,9,False,Clear,None,96,19.12,High
2026-01-12 09:00:00.872539,link_road,9,False,Rainy,None,122,10.37,Critical
2026-01-12 10:00:00.872539,bandra_worli_sea_link,10,False,Cloudy,None,104,21.59,High
2026-01-12 10:00:00.872539,western_express_highway,10,False,Cloudy,None,111,15.35,High
2026-01-12 10:00:00.872539,eastern_express_highway,10,False,Cloudy,None,103,17.17,High
2026-01-12 10:00:00.872539,dadar_tt,10,False,Foggy,None,90,23.85,High
2026-01-12 10:00:00.872539,saki_naka,10,False,Rainy,None,114,9.84,Critical
2026-01-12 10:00:00.872539,jvlr,10,False,Foggy,None,102,18.58,High
2026-01-12 10:00:00.872539,colaba_causeway,10,False,Clear,None,114,12.56,Critical
2026-01-12 10:00:00.872539,link_road,10,False,Clear,Festival,133,5.16,Critical
2026-01-12 11:00:00.872539,bandra_worli_sea_link,11,False,Rainy,None,144,9.02,Critical
2026-01-12 11:00:00.872539,western_express_highway,11,False,Cloudy,None,96,23.46,High
2026-01-12 11:00:00.872539,eastern_express_highway,11,False,Foggy,None,117,10.65,Critical
2026-01-12 11:00:00.872539,dadar_tt,11,False,Rainy,None,144,7.26,Critical
2026-01-12 11:00:00.872539,saki_naka,11,False,Cloudy,None,103,15.79,High
2026-01-12 11:00:00.872539,jvlr,11,False,Clear,None,108,14.09,Critical
2026-01-12 11:00:00.872539,colaba_causeway,11,False,Rainy,None,131,5.5,Critical
2026-01-12 11:00:00.872539,link_road,11,False,Rainy,None,148,6.37,Critical
2026-01-12 12:00:00.872539,bandra_worli_sea_link,12,False,Clear,None,30,45.01,Low
2026-01-12 12:00:00.872539,western_express_highway,12,False,Cloudy,None,36,49.83,Low
2026-01-12 12:00:00.872539,eastern_express_highway,12,False,Clear,None,34,39.72,Medium
2026-01-12 12:00:00.872539,dadar_tt,12,False,Clear,VIP Movement,64,38.15,Medium
2026-01-12 12:00:00.872539,saki_naka,12,False,Clear,None,22,48.0,Low
2026-01-12 12:00:00.872539,jvlr,12,False,Clear,None,32,43.19,Medium
2026-01-12 12:00:00.872539,colaba_causeway,12,False,Clear,None,33,49.65,Low
2026-01-12 12:00:00.872539,link_road,12,False,Rainy,Festival,39,38.97,Medium
2026-01-12 13:00:00.872539,bandra_worli_sea_link,13,False,Foggy,None,28,51.01,Low
2026-01-12 13:00:00.872539,western_express_highway,13,False,Clear,None,50,36.99,Medium
2026-01-12 13:00:00.872539,eastern_express_highway,13,False,Rainy,None,57,36.9,Medium
2026-01-12 13:00:00.872539,dadar_tt,13,False,Foggy,None,41,42.97,Medium
2026-01-12 13:00:00.872539,saki_naka,13,False,Clear,Festival,52,35.54,Medium
2026-01-12 13:00:00.872539,jvlr,13,False,Foggy,None,37,47.44,Low
2026-01-12 13:00:00.872539,colaba_causeway,13,False,Cloudy,None,32,45.84,Low
2026-01-12 13:00:00.872539,link_road,13,False,Rainy,None,41,49.37,Low
2026-01-12 14:00:00.872539,bandra_worli_sea_link,14,False,Cloudy,None,26,45.49,Low
2026-01-12 14:00:00.872539,western_express_highway,14,False,Clear,None,24,48.48,Low
2026-01-12 14:00:00.872539,eastern_express_highway,14,False,Foggy,Accident,79,32.07,Medium
2026-01-12 14:00:00.872539,dadar_tt,14,False,Cloudy,None,46,39.04,Medium
2026-01-12 14:00:00.872539,saki_naka,14,False,Rainy,Festival,81,23.92,High
2026-01-12 14:00:00.872539,jvlr,14,False,Foggy,None,44,45.05,Low
2026-01-12 14:00:00.872539,colaba_causeway,14,False,Cloudy,Festival,36,51.06,Low
2026-01-12 14:00:00.872539,link_road,14,False,Foggy,None,27,48.73,Low
2026-01-12 15:00:00.872539,bandra_worli_sea_link,15,False,Rainy,VIP Movement,64,35.38,Medium
2026-01-12 15:00:00.872539,western_express_highway,15,False,Foggy,None,50,39.22,Medium
2026-01-12 15:00:00.872539,eastern_express_highway,15,False,Rainy,None,61,35.45,Medium
2026-01-12 15:00:00.872539,dadar_tt,15,False,Foggy,None,22,46.12,Low
2026-01-12 15:00:00.872539,saki_naka,15,False,Cloudy,None,29,44.54,Medium
2026-01-12 15:00:00.872539,jvlr,15,False,Foggy,Accident,61,33.14,Medium
2026-01-12 15:00:00.872539,colaba_causeway,15,False,Cloudy,None,33,44.05,Medium
2026-01-12 15:00:00.872539,link_road,15,False,Clear,Cricket Match,55,41.03,Medium
2026-01-12 16:00:00.872539,bandra_worli_sea_link,16,False,Clear,None,32,47.74,Low
2026-01-12 16:00:00.872539,western_express_highway,16,False,Cloudy,None,44,45.14,Low
2026-01-12 16:00:00.872539,eastern_express_highway,16,False,Rainy,None,40,39.01,Medium
2026-01-12 16:00:00.872539,dadar_tt,16,False,Clear,None,29,41.72,Medium
2026-01-12 16:00:00.872539,saki_naka,16,False,Rainy,None,26,47.65,Low
2026-01-12 16:00:00.872539,jvlr,16,False,Clear,None,45,42.0,Medium
2026-01-12 16:00:00.872539,colaba_causeway,16,False,Rainy,None,63,31.87,Medium
2026-01-12 16:00:00.872539,link_road,16,False,Cloudy,None,24,48.91,Low
2026-01-12 17:00:00.872539,bandra_worli_sea_link,17,False,Rainy,None,61,33.72,Medium
2026-01-12 17:00:00.872539,western_express_highway,17,False,Foggy,None,29,46.59,Low
2026-01-12 17:00:00.872539,eastern_express_highway,17,False,Clear,None,37,44.47,Medium
2026-01-12 17:00:00.872539,dadar_tt,17,False,Foggy,None,37,44.31,Medium
2026-01-12 17:00:00.872539,saki_naka,17,False,Rainy,None,48,39.26,Medium
2026-01-12 17:00:00.872539,jvlr,17,False,Cloudy,Accident,56,35.02,Medium
2026-01-12 17:00:00.872539,colaba_causeway,17,False,Rainy,Cricket Match,66,30.14,Medium
2026-01-12 17:00:00.872539,link_road,17,False,Rainy,None,35,51.34,Low
2026-01-12 18:00:00.872539,bandra_worli_sea_link,18,False,Foggy,None,91,29.35,High
2026-01-12 18:00:00.872539,western_express_highway,18,False,Clear,None,84,32.71,Medium
2026-01-12 18:00:00.872539,eastern_express_highway,18,False,Clear,VIP Movement,105,21.12,High
2026-01-12 18:00:00.872539,dadar_tt,18,False,Rainy,Accident,286,5.0,Critical
2026-01-12 18:00:00.872539,saki_naka,18,False,Clear,None,94,20.2,High
2026-01-12 18:00:00.872539,jvlr,18,False,Cloudy,Cricket Match,99,19.19,High
2026-01-12 18:00:00.872539,colaba_causeway,18,False,Cloudy,None,95,24.34,High
2026-01-12 18:00:00.872539,link_road,18,False,Rainy,None,120,14.0,Critical
2026-01-12 19:00:00.872539,bandra_worli_sea_link,19,False,Foggy,None,91,24.04,High
2026-01-12 19:00:00.872539,western_express_highway,19,False,Clear,Festival,150,5.0,Critical
2026-01-12 19:00:00.872539,eastern_express_highway,19,False,Clear,None,71,32.32,Medium
2026-01-12 19:00:00.872539,dadar_tt,19,False,Foggy,None,93,20.42,High
2026-01-12 19:00:00.872539,saki_naka,19,False,Rainy,None,133,6.5,Critical
2026-01-12 19:00:00.872539,jvlr,19,False,Rainy,Accident,221,6.95,Critical
2026-01-12 19:00:00.872539,colaba_causeway,19,False,Rainy,VIP Movement,206,6.81,Critical
2026-01-12 19:00:00.872539,link_road,19,False,Cloudy,None,103,22.61,High
2026-01-12 20:00:00.872539,bandra_worli_sea_link,20,False,Clear,None,92,22.74,High
2026-01-12 20:00:00.872539,western_express_highway,20,False,Cloudy,None,103,14.73,Critical
2026-01-12 20:00:00.872539,eastern_express_highway,20,False,Cloudy,None,104,18.96,High
2026-01-12 20:00:00.872539,dadar_tt,20,False,Rainy,Festival,148,5.0,Critical
2026-01-12 20:00:00.872539,saki_naka,20,False,Foggy,None,125,10.02,Critical
2026-01-12 20:00:00.872539,jvlr,20,False,Clear,None,119,15.67,High
2026-01-12 20:00:00.872539,colaba_causeway,20,False,Cloudy,None,113,10.32,Critical
2026-01-12 20:00:00.872539,link_road,20,False,Foggy,None,124,11.21,Critical
2026-01-12 21:00:00.872539,bandra_worli_sea_link,21,False,Rainy,None,148,5.68,Critical
2026-01-12 21:00:00.872539,western_express_highway,21,False,Foggy,None,104,14.28,Critical
2026-01-12 21:00:00.872539,eastern_express_highway,21,False,Cloudy,None,78,27.99,High
2026-01-12 21:00:00.872539,dadar_tt,21,False,Clear,VIP Movement,96,18.24,High
2026-01-12 21:00:00.872539,saki_naka,21,False,Rainy,None,152,6.22,Critical
2026-01-12 21:00:00.872539,jvlr,21,False,Rainy,None,122,13.64,Critical
2026-01-12 21:00:00.872539,colaba_causeway,21,False,Clear,None,85,27.02,High
2026-01-12 21:00:00.872539,link_road,21,False,Foggy,None,88,21.24,High
2026-01-12 22:00:00.872539,bandra_worli_sea_link,22,False,Clear,None,23,52.23,Low
2026-01-12 22:00:00.872539,western_express_highway,22,False,Cloudy,None,44,42.64,Medium
2026-01-12 22:00:00.872539,eastern_express_highway,22,False,Clear,None,29,47.4,Low
2026-01-12 22:00:00.872539,dadar_tt,22,False,Clear,None,20,50.9,Low
2026-01-12 22:00:00.872539,saki_naka,22,False,Clear,None,28,46.64,Low
2026-01-12 22:00:00.872539,jvlr,22,False,Clear,None,38,44.95,Medium
2026-01-12 22:00:00.872539,colaba_causeway,22,False,Foggy,None,38,46.2,Low
2026-01-12 22:00:00.872539,link_road,22,False,Foggy,None,51,40.07,Medium
2026-01-12 23:00:00.872539,bandra_worli_sea_link,23,False,Clear,None,50,39.85,Medium
2026-01-12 23:00:00.872539,western_express_highway,23,False,Clear,None,34,46.13,Low
2026-01-12 23:00:00.872539,eastern_express_highway,23,False,Rainy,None,39,41.65,Medium
2026-01-12 23:00:00.872539,dadar_tt,23,False,Rainy,None,45,38.0,Medium
2026-01-12 23:00:00.872539,saki_naka,23,False,Cloudy,None,41,44.08,Medium
2026-01-12 23:00:00.872539,jvlr,23,False,Clear,None,49,37.09,Medium
2026-01-12 23:00:00.872539,colaba_causeway,23,False,Cloudy,None,45,43.31,Medium
2026-01-12 23:00:00.872539,link_road,23,False,Cloudy,None,25,50.03,Low
2026-01-13 00:00:00.872539,bandra_worli_sea_link,0,False,Rainy,None,55,35.06,Medium
2026-01-13 00:00:00.872539,western_express_highway,0,False,Foggy,None,48,39.24,Medium
2026-01-13 00:00:00.872539,eastern_express_highway,0,False,Rainy,None,36,41.74,Medium
2026-01-13 00:00:00.872539,dadar_tt,0,False,Clear,None,27,49.53,Low
2026-01-13 00:00:00.872539,saki_naka,0,False,Clear,None,46,34.2,Medium
2026-01-13 00:00:00.872539,jvlr,0,False,Cloudy,None,38,43.34,Medium
2026-01-13 00:00:00.872539,colaba_causeway,0,False,Foggy,Accident,81,24.64,High
2026-01-13 00:00:00.872539,link_road,0,False,Cloudy,VIP Movement,60,31.04,Medium
2026-01-13 01:00:00.872539,bandra_worli_sea_link,1,False,Foggy,Cricket Match,42,43.39,Medium
2026-01-13 01:00:00.872539,western_express_highway,1,False,Foggy,None,52,40.52,Medium
2026-01-13 01:00:00.872539,eastern_express_highway,1,False,Foggy,None,30,48.28,Low
2026-01-13 01:00:00.872539,dadar_tt,1,False,Clear,None,50,37.37,Medium
2026-01-13 01:00:00.872539,saki_naka,1,False,Clear,None,49,43.8,Medium
2026-01-13 01:00:00.872539,jvlr,1,False,Clear,None,43,37.23,Medium
2026-01-13 01:00:00.872539,colaba_causeway,1,False,Cloudy,Cricket Match,36,45.05,Low
2026-01-13 01:00:00.872539,link_road,1,False,Cloudy,None,38,44.46,Medium
2026-01-13 02:00:00.872539,bandra_worli_sea_link,2,False,Foggy,None,34,44.69,Medium
2026-01-13 02:00:00.872539,western_express_highway,2,False,Rainy,None,44,39.85,Medium
2026-01-13 02:00:00.872539,eastern_express_highway,2,False,Clear,None,46,40.59,Medium
2026-01-13 02:00:00.872539,dadar_tt,2,False,Clear,None,31,50.02,Low
2026-01-13 02:00:00.872539,saki_naka,2,False,Clear,Accident,64,32.17,Medium
2026-01-13 02:00:00.872539,jvlr,2,False,Rainy,Accident,72,28.83,High
2026-01-13 02:00:00.872539,colaba_causeway,2,False,Cloudy,None,23,52.53,Low
2026-01-13 02:00:00.872539,link_road,2,False,Foggy,Festival,36,47.24,Low
2026-01-13 03:00:00.872539,bandra_worli_sea_link,3,False,Cloudy,None,36,44.76,Medium
2026-01-13 03:00:00.872539,western_express_highway,3,False,Clear,Cricket Match,52,31.96,Medium
2026-01-13 03:00:00.872539,eastern_express_highway,3,False,Rainy,Accident,106,17.31,High
2026-01-13 03:00:00.872539,dadar_tt,3,False,Cloudy,None,25,46.05,Low
2026-01-13 03:00:00.872539,saki_naka,3,False,Rainy,None,33,45.27,Low
2026-01-13 03:00:00.872539,jvlr,3,False,Clear,Festival,60,34.73,Medium
2026-01-13 03:00:00.872539,colaba_causeway,3,False,Clear,None,41,44.83,Medium
2026-01-13 03:00:00.872539,link_road,3,False,Rainy,None,46,45.57,Low
2026-01-13 04:00:00.872539,bandra_worli_sea_link,4,False,Clear,None,44,41.18,Medium
2026-01-13 04:00:00.872539,western_express_highway,4,False,Foggy,None,27,48.17,Low
2026-01-13 04:00:00.872539,eastern_express_highway,4,False,Foggy,None,48,44.67,Medium
2026-01-13 04:00:00.872539,dadar_tt,4,False,Rainy,None,45,40.34,Medium
2026-01-13 04:00:00.872539,saki_naka,4,False,Clear,None,32,43.18,Medium
2026-01-13 04:00:00.872539,jvlr,4,False,Rainy,Festival,85,25.85,High
2026-01-13 04:00:00.872539,colaba_causeway,4,False,Clear,None,27,45.96,Low
2026-01-13 04:00:00.872539,link_road,4,False,Rainy,VIP Movement,39,41.86,Medium
2026-01-13 05:00:00.872539,bandra_worli_sea_link,5,False,Clear,None,35,44.65,Medium
2026-01-13 05:00:00.872539,western_express_highway,5,False,Foggy,Festival,69,29.24,High
2026-01-13 05:00:00.872539,eastern_express_highway,5,False,Rainy,None,39,46.98,Low
2026-01-13 05:00:00.872539,dadar_tt,5,False,Foggy,Cricket Match,47,47.27,Low
2026-01-13 05:00:00.872539,saki_naka,5,False,Cloudy,None,47,38.78,Medium
2026-01-13 05:00:00.872539,jvlr,5,False,Clear,None,38,46.65,Low
2026-01-13 05:00:00.872539,colaba_causeway,5,False,Rainy,Cricket Match,87,25.73,High
2026-01-13 05:00:00.872539,link_road,5,False,Cloudy,None,39,50.25,Low
2026-01-13 06:00:00.872539,bandra_worli_sea_link,6,False,Rainy,None,32,44.81,Medium
2026-01-13 06:00:00.872539,western_express_highway,6,False,Rainy,Cricket Match,64,33.37,Medium
2026-01-13 06:00:00.872539,eastern_express_highway,6,False,Cloudy,None,45,40.93,Medium
2026-01-13 06:00:00.872539,dadar_tt,6,False,Clear,None,24,47.26,Low
2026-01-13 06:00:00.872539,saki_naka,6,False,Rainy,None,49,46.18,Low
2026-01-13 06:00:00.872539,jvlr,6,False,Cloudy,None,31,46.87,Low
2026-01-13 06:00:00.872539,colaba_causeway,6,False,Rainy,None,33,44.24,Medium
2026-01-13 06:00:00.872539,link_road,6,False,Clear,Cricket Match,57,37.76,Medium
2026-01-13 07:00:00.872539,bandra_worli_sea_link,7,False,Rainy,Accident,114,16.22,High
2026-01-13 07:00:00.872539,western_express_highway,7,False,Clear,VIP Movement,75,28.3,High
2026-01-13 07:00:00.872539,eastern_express_highway,7,False,Clear,None,20,54.18,Low
2026-01-13 07:00:00.872539,dadar_tt,7,False,Clear,None,33,45.11,Low
2026-01-13 07:00:00.872539,saki_naka,7,False,Clear,Accident,60,34.4,Medium
2026-01-13 07:00:00.872539,jvlr,7,False,Cloudy,None,37,48.13,Low
2026-01-13 07:00:00.872539,colaba_causeway,7,False,Clear,None,21,46.73,Low
2026-01-13 07:00:00.872539,link_road,7,False,Cloudy,Festival,69,37.48,Medium
2026-01-13 08:00:00.872539,bandra_worli_sea_link,8,False,Clear,None,28,48.5,Low
2026-01-13 08:00:00.872539,western_express_highway,8,False,Cloudy,Festival,64,37.55,Medium
2026-01-13 08:00:00.872539,eastern_express_highway,8,False,Clear,None,42,44.78,Medium
2026-01-13 08:00:00.872539,dadar_tt,8,False,Clear,None,27,46.14,Low
2026-01-13 08:00:00.872539,saki_naka,8,False,Cloudy,None,30,49.82,Low
2026-01-13 08:00:00.872539,jvlr,8,False,Rainy,None,39,51.73,Low
2026-01-13 08:00:00.872539,colaba_causeway,8,False,Clear,Accident,68,36.14,Medium
2026-01-13 08:00:00.872539,link_road,8,False,Foggy,None,30,47.4,Low
2026-01-13 09:00:00.872539,bandra_worli_sea_link,9,False,Clear,Festival,139,6.06,Critical
2026-01-13 09:00:00.872539,western_express_highway,9,False,Rainy,None,109,17.59,High
2026-01-13 09:00:00.872539,eastern_express_highway,9,False,Rainy,None,87,25.72,High
2026-01-13 09:00:00.872539,dadar_tt,9,False,Foggy,None,103,19.37,High
2026-01-13 09:00:00.872539,saki_naka,9,False,Foggy,None,129,6.29,Critical
2026-01-13 09:00:00.872539,jvlr,9,False,Clear,None,82,26.06,High
2026-01-13 09:00:00.872539,colaba_causeway,9,False,Rainy,None,128,10.16,Critical
2026-01-13 09:00:00.872539,link_road,9,False,Cloudy,None,85,21.84,High
2026-01-13 10:00:00.872539,bandra_worli_sea_link,10,False,Rainy,None,96,19.22,High
2026-01-13 10:00:00.872539,western_express_highway,10,False,Clear,None,96,17.77,High
2026-01-13 10:00:00.872539,eastern_express_highway,10,False,Cloudy,None,117,14.95,Critical
2026-01-13 10:00:00.872539,dadar_tt,10,False,Cloudy,None,80,30.76,Medium
2026-01-13 10:00:00.872539,saki_naka,10,False,Cloudy,None,92,21.24,High
2026-01-13 10:00:00.872539,jvlr,10,False,Rainy,None,156,5.0,Critical
2026-01-13 10:00:00.872539,colaba_causeway,10,False,Rainy,None,136,5.0,Critical
2026-01-13 10:00:00.872539,link_road,10,False,Cloudy,None,79,27.43,High
2026-01-13 11:00:00.872539,bandra_worli_sea_link,11,False,Cloudy,None,90,25.58,High
2026-01-13 11:00:00.872539,western_express_highway,11,False,Rainy,None,131,5.0,Critical
2026-01-13 11:00:00.872539,eastern_express_highway,11,False,Rainy,None,145,5.0,Critical
2026-01-13 11:00:00.872539,dadar_tt,11,False,Rainy,None,117,10.32,Critical
2026-01-13 11:00:00.872539,saki_naka,11,False,Foggy,None,92,27.43,High
2026-01-13 11:00:00.872539,jvlr,11,False,Clear,None,100,25.13,High
2026-01-13 11:00:00.872539,colaba_causeway,11,False,Foggy,None,129,10.33,Critical
2026-01-13 11:00:00.872539,link_road,11,False,Cloudy,None,85,28.82,High
2026-01-13 12:00:00.872539,bandra_worli_sea_link,12,False,Cloudy,None,32,46.62,Low
2026-01-13 12:00:00.872539,western_express_highway,12,False,Clear,None,29,47.78,Low
2026-01-13 12:00:00.872539,eastern_express_highway,12,False,Clear,None,49,34.52,Medium
2026-01-13 12:00:00.872539,dadar_tt,12,False,Rainy,Cricket Match,56,31.75,Medium
2026-01-13 12:00:00.872539,saki_naka,12,False,Foggy,Cricket Match,75,28.67,High
2026-01-13 12:00:00.872539,jvlr,12,False,Cloudy,None,25,45.68,Low
2026-01-13 12:00:00.872539,colaba_causeway,12,False,Rainy,None,53,35.46,Medium
2026-01-13 12:00:00.872539,link_road,12,False,Rainy,None,41,43.12,Medium
2026-01-13 13:00:00.872539,bandra_worli_sea_link,13,False,Clear,None,33,46.54,Low
2026-01-13 13:00:00.872539,western_express_highway,13,False,Foggy,None,50,39.14,Medium
2026-01-13 13:00:00.872539,eastern_express_highway,13,False,Clear,None,44,40.99,Medium
2026-01-13 13:00:00.872539,dadar_tt,13,False,Clear,None,45,42.45,Medium
2026-01-13 13:00:00.872539,saki_naka,13,False,Clear,None,35,47.47,Low
2026-01-13 13:00:00.872539,jvlr,13,False,Clear,None,33,41.36,Medium
2026-01-13 13:00:00.872539,colaba_causeway,13,False,Foggy,None,37,43.78,Medium
2026-01-13 13:00:00.872539,link_road,13,False,Clear,None,32,41.21,Medium
2026-01-13 14:00:00.872539,bandra_worli_sea_link,14,False,Foggy,None,41,40.06,Medium
2026-01-13 14:00:00.872539,western_express_highway,14,False,Rainy,None,33,50.63,Low
2026-01-13 14:00:00.872539,eastern_express_highway,14,False,Rainy,None,59,36.89,Medium
2026-01-13 14:00:00.872539,dadar_tt,14,False,Cloudy,None,24,48.93,Low
2026-01-13 14:00:00.872539,saki_naka,14,False,Foggy,None,30,53.62,Low
2026-01-13 14:00:00.872539,jvlr,14,False,Foggy,None,23,52.57,Low
2026-01-13 14:00:00.872539,colaba_causeway,14,False,Foggy,None,44,37.99,Medium
2026-01-13 14:00:00.872539,link_road,14,False,Cloudy,None,26,51.37,Low
2026-01-13 15:00:00.872539,bandra_worli_sea_link,15,False,Rainy,None,42,35.42,Medium
2026-01-13 15:00:00.872539,western_express_highway,15,False,Foggy,None,23,46.58,Low
2026-01-13 15:00:00.872539,eastern_express_highway,15,False,Rainy,None,45,40.88,Medium
2026-01-13 15:00:00.872539,dadar_tt,15,False,Cloudy,None,35,46.95,Low
2026-01-13 15:00:00.872539,saki_naka,15,False,Clear,None,36,43.96,Medium
2026-01-13 15:00:00.872539,jvlr,15,False,Rainy,None,42,43.95,Medium
2026-01-13 15:00:00.872539,colaba_causeway,15,False,Clear,None,41,45.22,Low
2026-01-13 15:00:00.872539,link_road,15,False,Rainy,None,54,38.0,Medium
2026-01-13 16:00:00.872539,bandra_worli_sea_link,16,False,Rainy,None,41,42.77,Medium
2026-01-13 16:00:00.872539,western_express_highway,16,False,Cloudy,None,20,50.62,Low
2026-01-13 16:00:00.872539,eastern_express_highway,16,False,Clear,None,40,46.61,Low
2026-01-13 16:00:00.872539,dadar_tt,16,False,Rainy,None,50,40.49,Medium
2026-01-13 16:00:00.872539,saki_naka,16,False,Cloudy,None,40,47.61,Low
2026-01-13 16:00:00.872539,jvlr,16,False,Cloudy,None,36,46.34,Low
2026-01-13 16:00:00.872539,colaba_causeway,16,False,Rainy,Accident,57,38.33,Medium
2026-01-13 16:00:00.872539,link_road,16,False,Clear,None,23,50.07,Low
2026-01-13 17:00:00.872539,bandra_worli_sea_link,17,False,Foggy,None,27,45.27,Low
2026-01-13 17:00:00.872539,western_express_highway,17,False,Clear,VIP Movement,30,49.79,Low
2026-01-13 17:00:00.872539,eastern_express_highway,17,False,Clear,None,42,39.76,Medium
2026-01-13 17:00:00.872539,dadar_tt,17,False,Rainy,None,44,43.67,Medium
2026-01-13 17:00:00.872539,saki_naka,17,False,Cloudy,None,50,35.43,Medium
2026-01-13 17:00:00.872539,jvlr,17,False,Cloudy,None,20,54.79,Low
2026-01-13 17:00:00.872539,colaba_causeway,17,False,Cloudy,None,26,49.72,Low
2026-01-13 17:00:00.872539,link_road,17,False,Foggy,None,45,40.98,Medium
2026-01-13 18:00:00.872539,bandra_worli_sea_link,18,False,Clear,None,94,21.98,High
2026-01-13 18:00:00.872539,western_express_highway,18,False,Clear,None,88,25.46,High
2026-01-13 18:00:00.872539,eastern_express_highway,18,False,Cloudy,None,101,16.84,High
2026-01-13 18:00:00.872539,dadar_tt,18,False,Foggy,None,106,24.26,High
2026-01-13 18:00:00.872539,saki_naka,18,False,Clear,None,84,27.07,High
2026-01-13 18:00:00.872539,jvlr,18,False,Clear,Accident,210,5.0,Critical
2026-01-13 18:00:00.872539,colaba_causeway,18,False,Rainy,None,104,19.32,High
2026-01-13 18:00:00.872539,link_road,18,False,Rainy,None,137,6.35,Critical
2026-01-13 19:00:00.872539,bandra_worli_sea_link,19,False,Cloudy,None,88,31.46,Medium
2026-01-13 19:00:00.872539,western_express_highway,19,False,Cloudy,None,91,22.44,High
2026-01-13 19:00:00.872539,eastern_express_highway,19,False,Clear,Accident,248,5.0,Critical
2026-01-13 19:00:00.872539,dadar_tt,19,False,Cloudy,None,117,13.74,Critical
2026-01-13 19:00:00.872539,saki_naka,19,False,Clear,None,96,19.75,High
2026-01-13 19:00:00.872539,jvlr,19,False,Foggy,None,91,18.67,High
2026-01-13 19:00:00.872539,colaba_causeway,19,False,Foggy,None,118,14.4,Critical
2026-01-13 19:00:00.872539,link_road,19,False,Foggy,None,71,30.62,Medium
